"sc-rbbb40-0","sc-rbbb40-0 2","sc-rbbb40-0 3","sc-1hez2tp-0","sc-1hez2tp-0 2","sc-rbbb40-0 4","sc-s1isp7-5 src","sc-s1isp7-5 src 2","sc-s1isp7-5 src 3","sc-1hez2tp-0 3","sc-s1isp7-5 src 4","sc-1hez2tp-0 4","sc-s1isp7-5 src 5","sc-1hez2tp-0 5","sc-s1isp7-5 src 6","sc-1hez2tp-0 6","sc-s1isp7-5 src 7","sc-1hez2tp-0 7","sc-s1isp7-5 src 8","sc-1hez2tp-0 8","sc-s1isp7-5 src 9","sc-1hez2tp-0 9","sc-s1isp7-5 src 10","sc-1hez2tp-0 10","sc-s1isp7-5 src 11","sc-1hez2tp-0 11","sc-s1isp7-5 src 12","sc-1hez2tp-0 12","sc-1hp8d8a-0","sc-1q7bklc-1","sc-1hp8d8a-0 2","sc-1q7bklc-1 2","sc-1hez2tp-0 13","sc-1hez2tp-0 14","sc-s1isp7-5 src 13","sc-s1isp7-5 src 14","sc-s1isp7-5 src 15","sc-1hez2tp-0 15","sc-1hez2tp-0 16","sc-1hp8d8a-0 3","sc-1q7bklc-1 3","sc-1hez2tp-0 17","sc-1hez2tp-0 18","sc-s1isp7-5 src 16","sc-1hez2tp-0 19","sc-s1isp7-5 src 17","sc-1hez2tp-0 20","sc-s1isp7-5 src 18","sc-1hez2tp-0 21","sc-s1isp7-5 src 19","sc-s1isp7-5 src 20","sc-s1isp7-5 src 21","sc-jGFFOr href","sc-jGFFOr href 2","sc-jGFFOr href 3"
"star-fill","star-fill","star-fill","50% OFF up to 100","33 min","","https://www.zomato.com/mumbai/kandivali-west-restaurants","https://www.zomato.com/mumbai/kandivali-west-restaurants","https://www.zomato.com/mumbai/kandivali-west-restaurants","Bakery, Desserts, Mithai, Street Food, Fast Food","https://www.zomato.com/mumbai/kandivali-west-restaurants","₹300 for one","https://www.zomato.com/mumbai/kandivali-west-restaurants","3300+ orders placed from here recently","https://www.zomato.com/mumbai/kandivali-west-restaurants","Follows all Max Safety measures to ensure your food is safe","https://www.zomato.com/mumbai/kandivali-west-restaurants","3300+ orders placed from here recently","https://www.zomato.com/mumbai/kandivali-west-restaurants","50% OFF","https://www.zomato.com/mumbai/kandivali-west-restaurants","27 min","","Kebab, North Indian, Seafood, Mughlai, Chinese, Biryani, Malwani","","₹300 for one","","600+ orders placed from here recently","Dale's Eden Cake Shop","4.0","Raju's Kitchen","4.0","","","","","https://www.zomato.com/mumbai/kandivali-west-restaurants","50% OFF up to 100","58 min","Jamai Shoshthi","3.9","Bengali, Biryani","₹300 for one","https://www.zomato.com/mumbai/kandivali-west-restaurants","800+ orders placed from here recently","https://www.zomato.com/mumbai/kandivali-west-restaurants","Follows all Max Safety measures to ensure your food is safe","https://www.zomato.com/mumbai/kandivali-west-restaurants","800+ orders placed from here recently","https://www.zomato.com/mumbai/kandivali-west-restaurants","https://www.zomato.com/mumbai/kandivali-west-restaurants","https://www.zomato.com/mumbai/kandivali-west-restaurants","https://www.zomato.com/mumbai/dales-eden-cake-shop-malad-west/order","https://www.zomato.com/mumbai/rajus-kitchen-malad-west/order","https://www.zomato.com/mumbai/jamai-shoshthi-goregaon-east/order"
"star-fill","star-fill","star-fill","50% OFF up to 100","31 min","","https://www.zomato.com/mumbai/kandivali-west-restaurants","https://www.zomato.com/mumbai/kandivali-west-restaurants","https://www.zomato.com/mumbai/kandivali-west-restaurants","Lebanese, Arabian","https://www.zomato.com/mumbai/kandivali-west-restaurants","₹150 for one","https://www.zomato.com/mumbai/kandivali-west-restaurants","600+ orders placed from here recently","https://www.zomato.com/mumbai/kandivali-west-restaurants","Follows all Max Safety measures to ensure your food is safe","https://www.zomato.com/mumbai/kandivali-west-restaurants","600+ orders placed from here recently","https://www.zomato.com/mumbai/kandivali-west-restaurants","50% OFF up to 100","https://www.zomato.com/mumbai/kandivali-west-restaurants","44 min","","Ice Cream, Desserts, Beverages","","₹150 for one","","6250+ orders placed from here recently","Arsalan Shawarma King","4.5","Havmor Ice Cream","4.1","","","","","https://www.zomato.com/mumbai/kandivali-west-restaurants","50% OFF up to 100","54 min","Kareem's","3.9","North Indian, Mughlai, Rolls, Seafood, Kebab, Biryani","₹150 for one","https://www.zomato.com/mumbai/kandivali-west-restaurants","3975+ orders placed from here recently","https://www.zomato.com/mumbai/kandivali-west-restaurants","Follows all Max Safety measures to ensure your food is safe","https://www.zomato.com/mumbai/kandivali-west-restaurants","3975+ orders placed from here recently","https://www.zomato.com/mumbai/kandivali-west-restaurants","https://www.zomato.com/mumbai/kandivali-west-restaurants","https://www.zomato.com/mumbai/kandivali-west-restaurants","https://www.zomato.com/mumbai/arsalan-shawarma-king-malad-west/order","https://www.zomato.com/mumbai/havmor-ice-cream-oshiwara/order","https://www.zomato.com/mumbai/kareems-goregaon-east/order"
"","","star-fill","50% OFF up to 100","39 min","star-fill","https://www.zomato.com/mumbai/kandivali-west-restaurants","","","Mughlai, Biryani, North Indian, Chinese, Sichuan","","₹150 for one","","","","","","","https://www.zomato.com/mumbai/kandivali-west-restaurants","48 min","https://www.zomato.com/mumbai/kandivali-west-restaurants","Sandwich, Burger, Pizza, Wraps, Fast Food, Shake, Beverages","","₹150 for one","","","","2050+ orders placed from here recently","New Roomaniya","","Dharma's Sandwich","","","","","","https://www.zomato.com/mumbai/kandivali-west-restaurants","50% OFF up to 100","51 min","Maiz Mexican Kitchen","4.2","Healthy Food, Mexican","₹150 for one","https://www.zomato.com/mumbai/kandivali-west-restaurants","5200+ orders placed from here recently","https://www.zomato.com/mumbai/kandivali-west-restaurants","Restaurant partner follows WHO protocol","https://www.zomato.com/mumbai/kandivali-west-restaurants","5200+ orders placed from here recently","https://www.zomato.com/mumbai/kandivali-west-restaurants","https://www.zomato.com/mumbai/kandivali-west-restaurants","https://www.zomato.com/mumbai/kandivali-west-restaurants","https://www.zomato.com/mumbai/new-roomaniya-1-goregaon-west/order","https://www.zomato.com/mumbai/dharmas-sandwich-2-malad-west/order","https://www.zomato.com/mumbai/maiz-mexican-kitchen-andheri-lokhandwala/order"
"star-fill","","star-fill","50% OFF up to 100","50 min","star-fill","https://www.zomato.com/mumbai/kandivali-west-restaurants","https://www.zomato.com/mumbai/kandivali-west-restaurants","https://www.zomato.com/mumbai/kandivali-west-restaurants","North Indian, Street Food, Beverages","https://www.zomato.com/mumbai/kandivali-west-restaurants","₹150 for one","https://www.zomato.com/mumbai/kandivali-west-restaurants","625+ orders placed from here recently","https://www.zomato.com/mumbai/kandivali-west-restaurants","Follows all Max Safety measures to ensure your food is safe","https://www.zomato.com/mumbai/kandivali-west-restaurants","625+ orders placed from here recently","https://www.zomato.com/mumbai/kandivali-west-restaurants","50% OFF up to 100","https://www.zomato.com/mumbai/kandivali-west-restaurants","58 min","","Pizza, Italian, Bakery","","₹150 for one","","2200+ orders placed from here recently","Kailash Parbat","3.7","PizzaExpress","","","","","","https://www.zomato.com/mumbai/kandivali-west-restaurants","50% OFF up to 100","41 min","Sigdi","3.9","North Indian, Mughlai, Chinese, Biryani, Kebab","₹150 for one","https://www.zomato.com/mumbai/kandivali-west-restaurants","11375+ orders placed from here recently","https://www.zomato.com/mumbai/kandivali-west-restaurants","Follows all Max Safety measures to ensure your food is safe","https://www.zomato.com/mumbai/kandivali-west-restaurants","11375+ orders placed from here recently","https://www.zomato.com/mumbai/kandivali-west-restaurants","https://www.zomato.com/mumbai/kandivali-west-restaurants","https://www.zomato.com/mumbai/kandivali-west-restaurants","https://www.zomato.com/mumbai/kailash-parbat-goregaon-east/order","https://www.zomato.com/mumbai/pizzaexpress-goregaon-east/order","https://www.zomato.com/mumbai/sigdi-oshiwara/order"
"star-fill","star-fill","star-fill","50% OFF up to 100","30 min","","https://www.zomato.com/mumbai/kandivali-west-restaurants","https://www.zomato.com/mumbai/kandivali-west-restaurants","https://www.zomato.com/mumbai/kandivali-west-restaurants","Cafe, Fast Food, Coffee, Desserts, Beverages","https://www.zomato.com/mumbai/kandivali-west-restaurants","₹150 for one","https://www.zomato.com/mumbai/kandivali-west-restaurants","850+ orders placed from here recently","https://www.zomato.com/mumbai/kandivali-west-restaurants","Follows all Max Safety measures to ensure your food is safe","https://www.zomato.com/mumbai/kandivali-west-restaurants","850+ orders placed from here recently","https://www.zomato.com/mumbai/kandivali-west-restaurants","50% OFF up to 100","https://www.zomato.com/mumbai/kandivali-west-restaurants","34 min","https://www.zomato.com/mumbai/kandivali-west-restaurants","Burger, Fast Food, Beverages","https://www.zomato.com/mumbai/kandivali-west-restaurants","₹150 for one","https://www.zomato.com/mumbai/kandivali-west-restaurants","4050+ orders placed from here recently","Cafe Coffee Day","4.3","Jimis Burger","4.1","Follows all Max Safety measures to ensure your food is safe","4050+ orders placed from here recently","https://www.zomato.com/mumbai/kandivali-west-restaurants","https://www.zomato.com/mumbai/kandivali-west-restaurants","https://www.zomato.com/mumbai/kandivali-west-restaurants","50% OFF up to 100","30 min","Chai Point","4.0","Tea, Beverages, Shake, Fast Food, Rolls, Desserts, Coffee","₹150 for one","https://www.zomato.com/mumbai/kandivali-west-restaurants","5525+ orders placed from here recently","https://www.zomato.com/mumbai/kandivali-west-restaurants","Follows all Max Safety measures to ensure your food is safe","https://www.zomato.com/mumbai/kandivali-west-restaurants","5525+ orders placed from here recently","https://www.zomato.com/mumbai/kandivali-west-restaurants","https://www.zomato.com/mumbai/kandivali-west-restaurants","https://www.zomato.com/mumbai/kandivali-west-restaurants","https://www.zomato.com/mumbai/cafe-coffee-day-8-malad-west/order","https://www.zomato.com/mumbai/jimis-burger-malad-west/order","https://www.zomato.com/mumbai/chai-point-malad-west/order"
"star-fill","star-fill","star-fill","50% OFF up to 100","41 min","","https://www.zomato.com/mumbai/kandivali-west-restaurants","https://www.zomato.com/mumbai/kandivali-west-restaurants","https://www.zomato.com/mumbai/kandivali-west-restaurants","Biryani, Hyderabadi, Andhra, North Indian, Mughlai","https://www.zomato.com/mumbai/kandivali-west-restaurants","₹350 for one","https://www.zomato.com/mumbai/kandivali-west-restaurants","700+ orders placed from here recently","https://www.zomato.com/mumbai/kandivali-west-restaurants","Follows all Max Safety measures to ensure your food is safe","https://www.zomato.com/mumbai/kandivali-west-restaurants","700+ orders placed from here recently","https://www.zomato.com/mumbai/kandivali-west-restaurants","50% OFF up to 100","https://www.zomato.com/mumbai/kandivali-west-restaurants","34 min","","Fast Food, Wraps, Burger, Pizza, Sandwich, Beverages","","₹350 for one","","1025+ orders placed from here recently","Biryani Badshah","3.6","Al-Baik.Com","3.6","","","","","https://www.zomato.com/mumbai/kandivali-west-restaurants","50% OFF up to 100","33 min","Kusum Rolls","4.1","Rolls","₹350 for one","https://www.zomato.com/mumbai/kandivali-west-restaurants","1975+ orders placed from here recently","https://www.zomato.com/mumbai/kandivali-west-restaurants","Follows all Max Safety measures to ensure your food is safe","https://www.zomato.com/mumbai/kandivali-west-restaurants","1975+ orders placed from here recently","https://www.zomato.com/mumbai/kandivali-west-restaurants","https://www.zomato.com/mumbai/kandivali-west-restaurants","https://www.zomato.com/mumbai/kandivali-west-restaurants","https://www.zomato.com/mumbai/biryani-badshah-malad-west/order","https://www.zomato.com/mumbai/al-baik-com-malad-west/order","https://www.zomato.com/mumbai/kusum-rolls-malad-west/order"
"star-fill","","star-fill","50% OFF up to 100","53 min","star-fill","https://www.zomato.com/mumbai/kandivali-west-restaurants","https://www.zomato.com/mumbai/kandivali-west-restaurants","https://www.zomato.com/mumbai/kandivali-west-restaurants","Mexican, Fast Food, Beverages","https://www.zomato.com/mumbai/kandivali-west-restaurants","₹350 for one","https://www.zomato.com/mumbai/kandivali-west-restaurants","800+ orders placed from here recently","https://www.zomato.com/mumbai/kandivali-west-restaurants","Follows all Max Safety measures to ensure your food is safe","https://www.zomato.com/mumbai/kandivali-west-restaurants","800+ orders placed from here recently","https://www.zomato.com/mumbai/kandivali-west-restaurants","50% OFF up to 100","https://www.zomato.com/mumbai/kandivali-west-restaurants","45 min","","Sandwich, Pizza, Burger","","₹350 for one","","200+ orders placed from here recently","New York Burrito Company","3.6","Food Adda","","","","","","https://www.zomato.com/mumbai/kandivali-west-restaurants","50% OFF up to 100","47 min","Sweet Truth - Cake and Desserts","3.8","Desserts, Bakery","₹350 for one","https://www.zomato.com/mumbai/kandivali-west-restaurants","225+ orders placed from here recently","https://www.zomato.com/mumbai/kandivali-west-restaurants","Follows all Max Safety measures to ensure your food is safe","https://www.zomato.com/mumbai/kandivali-west-restaurants","225+ orders placed from here recently","https://www.zomato.com/mumbai/kandivali-west-restaurants","https://www.zomato.com/mumbai/kandivali-west-restaurants","https://www.zomato.com/mumbai/kandivali-west-restaurants","https://www.zomato.com/mumbai/new-york-burrito-company-1-goregaon-east/order","https://www.zomato.com/mumbai/food-adda-1-malad-west/order","https://www.zomato.com/mumbai/sweet-truth-cake-and-desserts-goregaon-east/order"
"star-fill","star-fill","star-fill","50% OFF up to 100","49 min","","https://www.zomato.com/mumbai/kandivali-west-restaurants","https://www.zomato.com/mumbai/kandivali-west-restaurants","","North Indian, Mughlai, Chinese, Biryani, Kebab, Beverages","https://www.zomato.com/mumbai/kandivali-west-restaurants","₹350 for one","","3100+ orders placed from here recently","","Restaurant partner follows WHO protocol","","3100+ orders placed from here recently","https://www.zomato.com/mumbai/kandivali-west-restaurants","50% OFF up to 100","https://www.zomato.com/mumbai/kandivali-west-restaurants","48 min","https://www.zomato.com/mumbai/kandivali-west-restaurants","North Indian, Street Food, Fast Food, Chinese, South Indian, Desserts, Beverages, Shake","","₹350 for one","https://www.zomato.com/mumbai/kandivali-west-restaurants","475+ orders placed from here recently","Copper Chimney","3.6","Sai Veg World","4.0","","","https://www.zomato.com/mumbai/kandivali-west-restaurants","https://www.zomato.com/mumbai/kandivali-west-restaurants","https://www.zomato.com/mumbai/kandivali-west-restaurants","50% OFF up to 100","48 min","Aromas Cafe & Bistro","4.1","Cafe, Beverages, Italian, Mexican, Lebanese, Continental, Desserts","₹350 for one","https://www.zomato.com/mumbai/kandivali-west-restaurants","2500+ orders placed from here recently","https://www.zomato.com/mumbai/kandivali-west-restaurants","Restaurant partner follows WHO protocol","https://www.zomato.com/mumbai/kandivali-west-restaurants","2500+ orders placed from here recently","https://www.zomato.com/mumbai/kandivali-west-restaurants","https://www.zomato.com/mumbai/kandivali-west-restaurants","https://www.zomato.com/mumbai/kandivali-west-restaurants","https://www.zomato.com/mumbai/copper-chimney-malad-west/order","https://www.zomato.com/mumbai/sai-veg-world-goregaon-east/order","https://www.zomato.com/mumbai/aromas-cafe-bistro-oshiwara/order"
"star-fill","","star-fill","50% OFF up to 100","41 min","star-fill","https://www.zomato.com/mumbai/kandivali-west-restaurants","https://www.zomato.com/mumbai/kandivali-west-restaurants","https://www.zomato.com/mumbai/kandivali-west-restaurants","North Indian, Biryani, Sichuan, Chinese, Thai, Mughlai, Rolls","https://www.zomato.com/mumbai/kandivali-west-restaurants","₹350 for one","https://www.zomato.com/mumbai/kandivali-west-restaurants","3725+ orders placed from here recently","https://www.zomato.com/mumbai/kandivali-west-restaurants","Follows all Max Safety measures to ensure your food is safe","https://www.zomato.com/mumbai/kandivali-west-restaurants","3725+ orders placed from here recently","https://www.zomato.com/mumbai/kandivali-west-restaurants","50% OFF up to 100","https://www.zomato.com/mumbai/kandivali-west-restaurants","46 min","","North Indian, Mughlai, Kebab, Street Food, Desserts, Beverages","","₹350 for one","","600+ orders placed from here recently","Curry Culture","4.0","Punjab Grill","","","","","","https://www.zomato.com/mumbai/kandivali-west-restaurants","50% OFF up to 100","60 min","AliBaba Cafe","3.9","North Indian, Chinese, Mughlai, Kebab, Sichuan, Beverages","₹350 for one","https://www.zomato.com/mumbai/kandivali-west-restaurants","4750+ orders placed from here recently","https://www.zomato.com/mumbai/kandivali-west-restaurants","Follows all Max Safety measures to ensure your food is safe","https://www.zomato.com/mumbai/kandivali-west-restaurants","4750+ orders placed from here recently","https://www.zomato.com/mumbai/kandivali-west-restaurants","https://www.zomato.com/mumbai/kandivali-west-restaurants","https://www.zomato.com/mumbai/kandivali-west-restaurants","https://www.zomato.com/mumbai/curry-culture-malad-west/order","https://www.zomato.com/mumbai/punjab-grill-1-malad-west/order","https://www.zomato.com/mumbai/alibaba-cafe-jogeshwari/order"
"star-fill","star-fill","star-fill","50% OFF up to 100","36 min","","https://www.zomato.com/mumbai/kandivali-west-restaurants","https://www.zomato.com/mumbai/kandivali-west-restaurants","","Chinese, Thai, Sichuan","https://www.zomato.com/mumbai/kandivali-west-restaurants","₹350 for one","","4925+ orders placed from here recently","","Restaurant partner follows WHO protocol","","4925+ orders placed from here recently","https://www.zomato.com/mumbai/kandivali-west-restaurants","50% OFF up to 100","https://www.zomato.com/mumbai/kandivali-west-restaurants","58 min","https://www.zomato.com/mumbai/kandivali-west-restaurants","North Indian, Biryani, Rolls","","₹350 for one","https://www.zomato.com/mumbai/kandivali-west-restaurants","1500+ orders placed from here recently","Flavours Of China","3.9","Goila Butter Chicken","4.0","","","https://www.zomato.com/mumbai/kandivali-west-restaurants","https://www.zomato.com/mumbai/kandivali-west-restaurants","https://www.zomato.com/mumbai/kandivali-west-restaurants","50% OFF up to 100","44 min","Mainland China","4.0","Chinese, Asian, Seafood, Japanese, Sushi, Desserts, Beverages","₹350 for one","https://www.zomato.com/mumbai/kandivali-west-restaurants","1175+ orders placed from here recently","https://www.zomato.com/mumbai/kandivali-west-restaurants","Follows all Max Safety measures to ensure your food is safe","https://www.zomato.com/mumbai/kandivali-west-restaurants","1175+ orders placed from here recently","https://www.zomato.com/mumbai/kandivali-west-restaurants","https://www.zomato.com/mumbai/kandivali-west-restaurants","https://www.zomato.com/mumbai/kandivali-west-restaurants","https://www.zomato.com/mumbai/flavours-of-china-3-malad-west/order","https://www.zomato.com/mumbai/goila-butter-chicken-veera-desai-area/order","https://www.zomato.com/mumbai/mainland-china-malad-west/order"
"star-fill","star-fill","star-fill","50% OFF up to 100","47 min","","https://www.zomato.com/mumbai/kandivali-west-restaurants","https://www.zomato.com/mumbai/kandivali-west-restaurants","https://www.zomato.com/mumbai/kandivali-west-restaurants","Maharashtrian, South Indian, North Indian, Chinese, Fast Food, Shake, Beverages","https://www.zomato.com/mumbai/kandivali-west-restaurants","₹350 for one","https://www.zomato.com/mumbai/kandivali-west-restaurants","3925+ orders placed from here recently","https://www.zomato.com/mumbai/kandivali-west-restaurants","Restaurant partner follows WHO protocol","https://www.zomato.com/mumbai/kandivali-west-restaurants","3925+ orders placed from here recently","https://www.zomato.com/mumbai/kandivali-west-restaurants","50% OFF up to 100","https://www.zomato.com/mumbai/kandivali-west-restaurants","42 min","https://www.zomato.com/mumbai/kandivali-west-restaurants","Burger, Fast Food","https://www.zomato.com/mumbai/kandivali-west-restaurants","₹350 for one","https://www.zomato.com/mumbai/kandivali-west-restaurants","4800+ orders placed from here recently","Udipi Vihar","4.0","Louis Burger","4.0","Follows all Max Safety measures to ensure your food is safe","4800+ orders placed from here recently","https://www.zomato.com/mumbai/kandivali-west-restaurants","https://www.zomato.com/mumbai/kandivali-west-restaurants","https://www.zomato.com/mumbai/kandivali-west-restaurants","50% OFF up to 100","66 min","Oh! Calcutta","4.1","Bengali, North Indian, Mughlai, Beverages, Desserts","₹350 for one","https://www.zomato.com/mumbai/kandivali-west-restaurants","1050+ orders placed from here recently","https://www.zomato.com/mumbai/kandivali-west-restaurants","Follows all Max Safety measures to ensure your food is safe","https://www.zomato.com/mumbai/kandivali-west-restaurants","1050+ orders placed from here recently","https://www.zomato.com/mumbai/kandivali-west-restaurants","https://www.zomato.com/mumbai/kandivali-west-restaurants","https://www.zomato.com/mumbai/kandivali-west-restaurants","https://www.zomato.com/mumbai/udipi-vihar-goregaon-east/order","https://www.zomato.com/mumbai/louis-burger-oshiwara/order","https://www.zomato.com/mumbai/oh-calcutta-veera-desai-area/order"
"star-fill","star-fill","star-fill","50% OFF up to 100","35 min","","https://www.zomato.com/mumbai/kandivali-west-restaurants","https://www.zomato.com/mumbai/kandivali-west-restaurants","https://www.zomato.com/mumbai/kandivali-west-restaurants","Pizza, Italian","https://www.zomato.com/mumbai/kandivali-west-restaurants","₹350 for one","https://www.zomato.com/mumbai/kandivali-west-restaurants","1775+ orders placed from here recently","https://www.zomato.com/mumbai/kandivali-west-restaurants","Follows all Max Safety measures to ensure your food is safe","https://www.zomato.com/mumbai/kandivali-west-restaurants","1775+ orders placed from here recently","https://www.zomato.com/mumbai/kandivali-west-restaurants","50% OFF up to 100","https://www.zomato.com/mumbai/kandivali-west-restaurants","45 min","https://www.zomato.com/mumbai/kandivali-west-restaurants","Chinese, North Indian, Mughlai, Biryani, Seafood, Desserts, Beverages","https://www.zomato.com/mumbai/kandivali-west-restaurants","₹350 for one","https://www.zomato.com/mumbai/kandivali-west-restaurants","1425+ orders placed from here recently","Francesco's Pizzeria","3.7","Hotel Sahara","4.0","Follows all Max Safety measures to ensure your food is safe","1425+ orders placed from here recently","https://www.zomato.com/mumbai/kandivali-west-restaurants","https://www.zomato.com/mumbai/kandivali-west-restaurants","https://www.zomato.com/mumbai/kandivali-west-restaurants","50% OFF up to 100","45 min","Malgudi","3.6","South Indian, Beverages","₹350 for one","https://www.zomato.com/mumbai/kandivali-west-restaurants","575+ orders placed from here recently","https://www.zomato.com/mumbai/kandivali-west-restaurants","Follows all Max Safety measures to ensure your food is safe","https://www.zomato.com/mumbai/kandivali-west-restaurants","575+ orders placed from here recently","https://www.zomato.com/mumbai/kandivali-west-restaurants","https://www.zomato.com/mumbai/kandivali-west-restaurants","https://www.zomato.com/mumbai/kandivali-west-restaurants","https://www.zomato.com/mumbai/francescos-pizzeria-malad-west/order","https://www.zomato.com/mumbai/hotel-sahara-goregaon-east/order","https://www.zomato.com/mumbai/malgudi-goregaon-east/order"
"star-fill","star-fill","star-fill","50% OFF up to 100","46 min","","https://www.zomato.com/mumbai/kandivali-west-restaurants","https://www.zomato.com/mumbai/kandivali-west-restaurants","","Cafe, Beverages, Desserts, Burger, Pizza","https://www.zomato.com/mumbai/kandivali-west-restaurants","₹350 for one","","3125+ orders placed from here recently","","Restaurant partner follows WHO protocol","","3125+ orders placed from here recently","https://www.zomato.com/mumbai/kandivali-west-restaurants","50% OFF up to 100","https://www.zomato.com/mumbai/kandivali-west-restaurants","34 min","https://www.zomato.com/mumbai/kandivali-west-restaurants","North Indian, Chinese, Sichuan, Biryani, Desserts","","₹350 for one","https://www.zomato.com/mumbai/kandivali-west-restaurants","4350+ orders placed from here recently","Third Wave Coffee","3.9","Mini Punjab","4.2","","","https://www.zomato.com/mumbai/kandivali-west-restaurants","https://www.zomato.com/mumbai/kandivali-west-restaurants","https://www.zomato.com/mumbai/kandivali-west-restaurants","50% OFF up to 100","49 min","Swami","4.0","South Indian, Fast Food, Street Food, Shake, Beverages, Sichuan","₹350 for one","https://www.zomato.com/mumbai/kandivali-west-restaurants","3725+ orders placed from here recently","https://www.zomato.com/mumbai/kandivali-west-restaurants","Follows all Max Safety measures to ensure your food is safe","https://www.zomato.com/mumbai/kandivali-west-restaurants","3725+ orders placed from here recently","https://www.zomato.com/mumbai/kandivali-west-restaurants","https://www.zomato.com/mumbai/kandivali-west-restaurants","https://www.zomato.com/mumbai/kandivali-west-restaurants","https://www.zomato.com/mumbai/third-wave-coffee-andheri-lokhandwala/order","https://www.zomato.com/mumbai/mini-punjab-malad-west/order","https://www.zomato.com/mumbai/swami-goregaon-west/order"
"star-fill","star-fill","star-fill","50% OFF up to 100","60 min","","https://www.zomato.com/mumbai/kandivali-west-restaurants","https://www.zomato.com/mumbai/kandivali-west-restaurants","https://www.zomato.com/mumbai/kandivali-west-restaurants","North Indian, Chinese, Mughlai, Seafood, Sichuan, Desserts, Fast Food, Arabian","https://www.zomato.com/mumbai/kandivali-west-restaurants","₹250 for one","https://www.zomato.com/mumbai/kandivali-west-restaurants","1775+ orders placed from here recently","https://www.zomato.com/mumbai/kandivali-west-restaurants","Follows all Max Safety measures to ensure your food is safe","https://www.zomato.com/mumbai/kandivali-west-restaurants","1775+ orders placed from here recently","https://www.zomato.com/mumbai/kandivali-west-restaurants","50% OFF up to 100","https://www.zomato.com/mumbai/kandivali-west-restaurants","57 min","https://www.zomato.com/mumbai/kandivali-west-restaurants","Pizza, Italian, Fast Food","https://www.zomato.com/mumbai/kandivali-west-restaurants","₹250 for one","https://www.zomato.com/mumbai/kandivali-west-restaurants","5150+ orders placed from here recently","Shalimar","3.8","Slyce Pizza","4.0","Follows all Max Safety measures to ensure your food is safe","5150+ orders placed from here recently","https://www.zomato.com/mumbai/kandivali-west-restaurants","https://www.zomato.com/mumbai/kandivali-west-restaurants","https://www.zomato.com/mumbai/kandivali-west-restaurants","50% OFF up to 100","33 min","Surbhi Sweets","4.1","Mithai, Street Food, Fast Food, Desserts, Sichuan","₹250 for one","https://www.zomato.com/mumbai/kandivali-west-restaurants","1800+ orders placed from here recently","https://www.zomato.com/mumbai/kandivali-west-restaurants","Restaurant partner follows WHO protocol","https://www.zomato.com/mumbai/kandivali-west-restaurants","1800+ orders placed from here recently","https://www.zomato.com/mumbai/kandivali-west-restaurants","https://www.zomato.com/mumbai/kandivali-west-restaurants","https://www.zomato.com/mumbai/kandivali-west-restaurants","https://www.zomato.com/mumbai/shalimar-jogeshwari/order","https://www.zomato.com/mumbai/slyce-pizza-jogeshwari/order","https://www.zomato.com/mumbai/surbhi-sweets-1-malad-east/order"
"star-fill","star-fill","star-fill","50% OFF up to 100","65 min","","https://www.zomato.com/mumbai/kandivali-west-restaurants","https://www.zomato.com/mumbai/kandivali-west-restaurants","https://www.zomato.com/mumbai/kandivali-west-restaurants","Asian, Chinese, Sushi, Beverages, Desserts","https://www.zomato.com/mumbai/kandivali-west-restaurants","₹250 for one","https://www.zomato.com/mumbai/kandivali-west-restaurants","3875+ orders placed from here recently","https://www.zomato.com/mumbai/kandivali-west-restaurants","Follows all Max Safety measures to ensure your food is safe","https://www.zomato.com/mumbai/kandivali-west-restaurants","3875+ orders placed from here recently","https://www.zomato.com/mumbai/kandivali-west-restaurants","50% OFF up to 100","https://www.zomato.com/mumbai/kandivali-west-restaurants","33 min","https://www.zomato.com/mumbai/kandivali-west-restaurants","Healthy Food, Salad, Ice Cream, Beverages","https://www.zomato.com/mumbai/kandivali-west-restaurants","₹250 for one","https://www.zomato.com/mumbai/kandivali-west-restaurants","2275+ orders placed from here recently","Foo Andheri","3.8","Khichdi Express","4.2","Follows all Max Safety measures to ensure your food is safe","2275+ orders placed from here recently","https://www.zomato.com/mumbai/kandivali-west-restaurants","https://www.zomato.com/mumbai/kandivali-west-restaurants","https://www.zomato.com/mumbai/kandivali-west-restaurants","50% OFF up to 100","40 min","Oh Soy","3.7","Chinese, Thai, Burmese, Asian, Sichuan","₹250 for one","https://www.zomato.com/mumbai/kandivali-west-restaurants","500+ orders placed from here recently","https://www.zomato.com/mumbai/kandivali-west-restaurants","Follows all Max Safety measures to ensure your food is safe","https://www.zomato.com/mumbai/kandivali-west-restaurants","500+ orders placed from here recently","https://www.zomato.com/mumbai/kandivali-west-restaurants","https://www.zomato.com/mumbai/kandivali-west-restaurants","https://www.zomato.com/mumbai/kandivali-west-restaurants","https://www.zomato.com/mumbai/foo-andheri-oshiwara/order","https://www.zomato.com/mumbai/khichdi-express-malad-west/order","https://www.zomato.com/mumbai/oh-soy-malad-west/order"
